ticker,quarter,year,value,source,source_url,retrieved,note
A,2021Q1,2021,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2021Q2,2021,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2021Q3,2021,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2021Q4,2021,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2022Q1,2022,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2022Q2,2022,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2022Q3,2022,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2022Q4,2022,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2023Q1,2023,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2023Q2,2023,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2023Q3,2023,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2023Q4,2023,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2024Q1,2024,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2024Q2,2024,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2024Q3,2024,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2024Q4,2024,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2025Q1,2025,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2025Q2,2025,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2025Q3,2025,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
A,2025Q4,2025,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2016Q4,2016,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2017Q1,2017,0.0354,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2017Q2,2017,0.1063,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2017Q3,2017,0.1063,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2017Q4,2017,0.1063,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2018Q1,2018,0.0611,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2018Q2,2018,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2018Q3,2018,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2018Q4,2018,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2019Q1,2019,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2019Q2,2019,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2019Q3,2019,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2019Q4,2019,0.0902,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2020Q1,2020,0.0655,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2020Q2,2020,0.0655,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2020Q3,2020,0.0655,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2020Q4,2020,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2021Q1,2021,0.0178,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2021Q2,2021,0.0356,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2021Q3,2021,0.0356,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2021Q4,2021,0.0356,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2022Q1,2022,0.0172,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2022Q2,2022,0.0345,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2022Q3,2022,0.0345,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2022Q4,2022,0.0517,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2023Q1,2023,0.0921,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2023Q2,2023,0.0736,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2023Q3,2023,0.0736,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2023Q4,2023,0.0736,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2024Q1,2024,0.0533,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2024Q2,2024,0.0355,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2024Q3,2024,0.0533,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2024Q4,2024,0.0355,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2025Q1,2025,0.0164,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2025Q2,2025,0.0164,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2025Q3,2025,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABBV,2025Q4,2025,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2016Q4,2016,0.0959,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2017Q1,2017,0.073,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2017Q2,2017,0.146,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2017Q3,2017,0.2556,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2017Q4,2017,0.3651,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2018Q1,2018,0.3924,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2018Q2,2018,0.4251,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2018Q3,2018,0.4905,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2018Q4,2018,0.4905,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2019Q1,2019,0.4075,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2019Q2,2019,0.3761,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2019Q3,2019,0.2194,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2019Q4,2019,0.094,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2020Q1,2020,0.0578,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2020Q2,2020,0.0289,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2020Q3,2020,0.1156,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2020Q4,2020,0.2023,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2021Q1,2021,0.2322,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2021Q2,2021,0.3018,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2021Q3,2021,0.2554,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2021Q4,2021,0.2554,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2022Q1,2022,0.2291,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2022Q2,2022,0.1374,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2022Q3,2022,0.1833,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2022Q4,2022,0.1145,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2023Q1,2023,0.0748,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2023Q2,2023,0.0997,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2023Q3,2023,0.0748,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2023Q4,2023,0.1496,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2024Q1,2024,0.1669,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2024Q2,2024,0.1907,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2024Q3,2024,0.1669,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2024Q4,2024,0.2145,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2025Q1,2025,0.2256,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2025Q2,2025,0.2256,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2025Q3,2025,0.2256,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ABT,2025Q4,2025,0.2256,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2016Q4,2016,0.0575,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2017Q1,2017,0.0553,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2017Q2,2017,0.0553,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2017Q3,2017,0.0829,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2017Q4,2017,0.0553,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2018Q1,2018,0.0732,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2018Q2,2018,0.0976,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2018Q3,2018,0.1464,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2018Q4,2018,0.1952,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2019Q1,2019,0.1388,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2019Q2,2019,0.1388,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2019Q3,2019,0.0694,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2019Q4,2019,0.0231,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2020Q1,2020,0.0677,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2020Q2,2020,0.0902,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2020Q3,2020,0.0902,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2020Q4,2020,0.0902,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2021Q1,2021,0.0792,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2021Q2,2021,0.1385,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2021Q3,2021,0.1583,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2021Q4,2021,0.1979,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2022Q1,2022,0.1461,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2022Q2,2022,0.0812,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2022Q3,2022,0.0649,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2022Q4,2022,0.0325,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2023Q1,2023,0.0156,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2023Q2,2023,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2023Q3,2023,0.0312,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2023Q4,2023,0.0468,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2024Q1,2024,0.0462,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2024Q2,2024,0.0925,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2024Q3,2024,0.1079,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2024Q4,2024,0.1387,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2025Q1,2025,0.1292,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2025Q2,2025,0.1005,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2025Q3,2025,0.0718,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ACN,2025Q4,2025,0.0574,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2016Q4,2016,0.3416,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2017Q1,2017,0.137,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2017Q2,2017,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2017Q3,2017,0.2739,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2017Q4,2017,0.2739,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2018Q1,2018,0.3322,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2018Q2,2018,0.3322,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2018Q3,2018,0.1107,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2018Q4,2018,0.1107,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2019Q1,2019,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2019Q2,2019,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2019Q3,2019,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2019Q4,2019,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2020Q1,2020,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2020Q2,2020,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2020Q3,2020,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2020Q4,2020,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2021Q1,2021,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2021Q2,2021,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2021Q3,2021,0.0634,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2021Q4,2021,0.0634,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2022Q1,2022,0.0568,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2022Q2,2022,0.0568,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2022Q3,2022,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2022Q4,2022,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2023Q1,2023,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2023Q2,2023,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2023Q3,2023,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2023Q4,2023,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2024Q1,2024,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2024Q2,2024,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2024Q3,2024,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2024Q4,2024,0.0465,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2025Q1,2025,0.0841,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2025Q2,2025,0.1262,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2025Q3,2025,0.1683,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
ADBE,2025Q4,2025,0.1262,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2016Q4,2016,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2017Q1,2017,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2017Q2,2017,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2017Q3,2017,0.095,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2017Q4,2017,0.095,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2018Q1,2018,0.0931,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2018Q2,2018,0.0931,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2018Q3,2018,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2018Q4,2018,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2019Q1,2019,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2019Q2,2019,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2019Q3,2019,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2019Q4,2019,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2020Q1,2020,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
AES,2020Q2,2020,0.0,CourtListener RECAP federal dockets,https://www.courtlistener.com/api/rest/v4/search/,2026-09-12,trailing 4q
